kepid,koi_period,koi_time0bk,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_depth,koi_depth_err1,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_dor,koi_dor_err1,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err2,koi_fwm_stat_sig,koi_disposition
800,1.332560589,133.38311,0.009,0.243,-0.009,4.2427,0.0452,567.0,6.3,0.17091,0.00426,-0.01971,1.4,0.13,89.8,1086.0,330.32,114.05,2.5221,0.0629,0.6414,4.1053076,24.474972,108.8,1,1004.0,0.3398,4489.0,134.0,-134.0,4.662,0.04,0.609,0.057,-0.047,0.621,-0.049,0.0,FALSE POSITIVE
801,60.0546149,181.8867,0.3355,0.1351,-0.3354,3.435,0.402,326.0,33.4,11.04239,3.34579,-6.75994,5.24,2.49,89.95,694.0,54.88,77.42,128.2,38.8,0.4723,6.2135533,24.499257999999998,11.8,1,164.0,0.4679,5242.0,136.0,-162.0,3.606,0.258,2.917,1.386,-0.89,1.253,-0.335,0.591,FALSE POSITIVE
802,39.8312536,155.6409,0.24,0.223,-0.24,2.442,0.163,389.0,29.7,22.32456,6.26486,-9.90318,1.46,0.1,89.89,420.0,7.33,1.68,123.3,34.6,0.5684,4.5197067,13.026427,15.8,1,36.0,0.6813,5026.0,100.0,-100.0,4.58,0.024,0.759,0.05,-0.034,0.8,-0.048,0.829,CONFIRMED
803,0.566796615,131.8009,0.243,0.244,-0.243,1.999,0.915,47.8,7.2,0.63168,0.11308,-0.52558,0.59,0.17,83.68,2077.0,4426.68,3735.14,2.205,0.395,0.3728,3.6360388,8.537784,8.5,1,2364.0,0.9259,5858.0,139.0,-174.0,4.553,0.036,0.849,0.251,-0.084,0.94,-0.11,0.138,FALSE POSITIVE
804,0.93378068,132.4123,0.251,0.224,-0.251,3.706,0.449,72.7,9.9,0.16884,0.0567,-0.13931,0.63,0.06,82.72,1427.0,985.2,352.16,1.982,0.665,0.5746,4.032557,8.307386,9.2,1,1442.0,0.9253,4938.0,148.0,-148.0,4.601,0.022,0.753,0.074,-0.051,0.836,-0.079,0.383,FALSE POSITIVE
805,16.00496657,135.25305,0.013,0.426,-0.012,6.5047,0.0847,378.0,9.0,0.51784,0.00021,-0.19922,3.71,0.76,89.96,1040.0,276.53,142.05,19.14032,0.00776,0.2958,5.9957867,34.956825,49.8,1,84.0,0.8718,6384.0,70.0,-89.0,4.029,0.24,1.904,0.388,-0.534,1.412,-0.201,0.101,CONFIRMED
806,2.24294107,133.47862,0.23,0.235,-0.23,2.532,0.299,39.4,4.0,1.1082,1.46384,-0.51568,0.75,0.22,88.02,1654.0,1763.55,1562.97,6.65,2.9,0.3078,3.5855923,8.403945,12.1,1,483.0,0.338,6082.0,182.0,-164.0,4.195,0.306,1.184,0.349,-0.349,0.802,-0.048,0.203,FALSE POSITIVE
807,0.925589891,169.69275,0.616,0.056,-0.474,1.967,0.117,401.0,23.8,0.60784,0.54683,-0.03702,50.6,14.9,78.23,6637.0,460202.18,366069.92,3.02,1.4,0.799,17.20733,135.50293,20.6,1,1443.0,0.0003,4094.0,73.0,-55.0,1.627,0.12,24.488,7.185,-2.566,0.925,-0.023,0.0,FALSE POSITIVE
808,25.0823402,134.13568,0.865,0.039,-0.611,6.423,0.114,245.0,8.8,0.12187,0.6524,-0.04294,2.26,0.59,86.89,776.0,85.76,67.71,15.94,7.8,0.2923,7.0536795,23.225899,30.5,2,40.0,0.2653,6429.0,181.0,-227.0,4.241,0.18,1.262,0.335,-0.274,1.011,-0.117,0.933,CONFIRMED
809,11.55562042,138.19752,0.874,0.053,-0.621,1.6758,0.0649,442.0,22.7,3.10825,21.50032,-1.65364,2.11,0.25,88.21,703.0,57.75,18.51,28.0,13.8,0.4603,4.511095,18.907585,22.7,1,117.0,0.6067,5420.0,73.0,-81.0,4.555,0.019,0.85,0.101,-0.034,0.945,-0.062,0.0,CONFIRMED
810,78.4286313,169.312404,1.388,6.47,-0.107,3.7368,0.0373,83300.0,793.0,17.96088,161.14108,-1.65781,85.77,0.0,89.56,425.0,7.74,0.0,180.1,89.8,0.4035,94.085945,189.05971,112.6,1,7.0,0.0,5780.0,157.0,-160.0,4.438,0.071,1.0,0.244,-0.111,1.0,-0.097,0.0,FALSE POSITIVE
811,119.682075,176.0877,1.259,6.738,-0.068,31.28,1.0,1700.0,52.1,0.00138,0.0167,-0.0002,30.39,8.57,82.87,351.0,3.59,3.01,10.15,4.9,0.4096,20.381357,26.97966,38.1,1,12.0,0.0001,5778.0,162.0,-182.0,4.531,0.035,0.911,0.257,-0.086,1.028,-0.125,0.0,FALSE POSITIVE
812,82.303914,159.0461,0.859,0.085,-0.606,15.404,0.466,737.0,37.2,0.03449,0.19001,-0.00614,4.47,0.65,87.87,485.0,13.05,5.13,23.1,10.6,0.4641,7.0610948,16.528004,22.3,1,17.0,0.9578,5602.0,84.0,-75.0,4.13,0.195,1.425,0.208,-0.312,0.997,-0.072,0.496,CONFIRMED
813,330.071558,340.9871,0.681,0.048,-0.491,4.295,0.398,617.0,66.0,15.69401,32.25853,-0.05757,2.94,0.46,89.91,286.0,1.58,0.69,449.0,184.0,0.3511,6.0861735,8.542428,10.6,3,4.0,0.8317,5933.0,107.0,-119.0,4.342,0.115,1.115,0.174,-0.142,0.998,-0.066,0.296,CONFIRMED
814,4.51436096,134.0293,0.118,0.319,-0.118,3.0083,0.0742,231.0,9.5,1.43366,0.12445,-0.49337,1.84,0.31,89.42,1231.0,543.73,237.3,11.56,1.0,0.3661,4.3167586,24.762657,28.4,1,295.0,0.374,5940.0,71.0,-79.0,4.306,0.115,1.215,0.207,-0.155,1.091,-0.079,0.512,CONFIRMED
815,0.604755462,131.84831,0.039,0.39,-0.039,1.3741,0.0506,335.0,10.4,2.15242,0.04835,-0.78698,1.29,0.12,89.35,1598.0,1534.24,539.51,3.4653,0.0778,0.6323,3.569665,13.060915,40.3,1,2214.0,0.9999,4842.0,144.0,-144.0,4.616,0.024,0.726,0.07,-0.049,0.815,-0.078,0.0,FALSE POSITIVE
816,3.711012492,132.488455,1.272,0.135,-0.164,3.3394,0.0149,7560.0,35.4,0.14411,0.00968,-0.00908,46.24,15.2,74.36,1310.0,695.05,667.18,4.716,0.317,0.319,144.28458,848.8877,257.4,1,360.0,0.0,6141.0,165.0,-202.0,4.365,0.105,1.117,0.366,-0.157,1.051,-0.125,0.0,FALSE POSITIVE
817,31.51779463,185.1533,0.561,0.02,-0.455,7.634,0.0784,358.0,6.1,0.36609,0.20642,-0.28129,2.72,0.41,88.8,663.0,45.68,19.87,26.79,7.6,0.4641,10.422963,46.380043,63.2,2,34.0,0.161,5611.0,114.0,-91.0,4.144,0.195,1.4,0.211,-0.316,0.995,-0.072,0.03,CONFIRMED
818,30.9597053,139.43903,1.191,69.31,-0.451,5.42,0.642,411.0,39.1,0.02112,28.61014,-7e-05,16.63,2.16,83.32,438.0,8.67,4.54,10.23,5.1,0.5575,4.585701,13.980327,13.7,1,36.0,0.6904,4947.0,222.0,-222.0,4.621,0.03,0.714,0.093,-0.058,0.8,-0.095,0.0,FALSE POSITIVE
819,9.63647672,134.93429,0.046,0.409,-0.046,2.999,0.337,47.6,5.4,3.0605,0.90438,-1.92326,2.02,0.33,89.89,1243.0,565.04,245.16,24.68,7.3,0.5645,3.5596602,9.272148,11.1,1,139.0,0.2213,5125.0,71.0,-92.0,3.631,0.168,3.007,0.496,-0.744,1.411,-0.302,0.0,FALSE POSITIVE
820,77.36241476,139.095626,0.995,0.03,-0.035,12.1317,0.0118,96600.0,90.7,0.4868,0.00541,-0.00633,41.66,7.54,88.94,362.0,4.08,2.31,53.602,0.596,0.4966,423.9467,1495.8511,1246.3,1,18.0,0.0619,5359.0,159.0,-159.0,4.57,0.037,0.79,0.143,-0.066,0.848,-0.087,0.0,FALSE POSITIVE
821,1.573020098,132.28063,1.184,0.082,-0.059,15.574,0.412,292.0,2.2,0.01324,0.00252,-0.00217,31.6,5.3,9.73,2113.0,4693.57,1975.07,1.201,0.229,0.274,4.024971,10.6122265,195.5,1,874.0,0.9831,6770.0,70.0,-91.0,4.232,0.067,1.449,0.243,-0.142,1.313,-0.092,0.0,FALSE POSITIVE
822,8.25980352,137.47021,0.161,0.302,-0.161,2.928,0.13,298.0,18.0,2.79781,0.36762,-1.17026,1.35,0.04,89.57,714.0,61.43,8.65,21.61,2.8,0.582,3.6963294,14.762491,18.3,2,154.0,0.8219,4891.0,78.0,-87.0,4.516,0.067,0.805,0.028,-0.056,0.776,-0.028,0.01,CONFIRMED
823,0.52880817,131.67844,0.432,0.249,-0.294,2.2865,0.091,57.7,1.9,0.36303,0.04758,-0.13135,1.84,0.34,75.72,3558.0,37880.12,21611.18,1.751,0.229,0.3166,3.4326677,13.154512,38.8,1,2535.0,0.9996,6224.0,171.0,-171.0,3.815,0.304,2.368,0.443,-0.822,1.337,-0.266,0.0,FALSE POSITIVE
824,9.75192101,138.78608,0.949,0.028,-0.673,4.793,0.181,418.0,16.2,0.044,1.05774,-0.03392,2.76,0.43,80.97,870.0,135.66,54.6,6.05,3.0,0.4191,4.4869766,24.258644,28.5,3,132.0,0.3894,5775.0,78.0,-78.0,4.405,0.066,1.053,0.161,-0.094,1.026,-0.062,0.482,CONFIRMED
825,2.525591777,171.59555,0.701,0.235,-0.478,1.6545,0.042,603.0,16.9,1.98635,2.71141,-1.74541,2.75,0.88,85.41,1406.0,926.16,874.33,8.75,4.0,0.3661,4.749945,33.1919,40.9,1,515.0,0.309,6031.0,169.0,-211.0,4.438,0.07,1.046,0.334,-0.133,1.095,-0.136,0.733,CONFIRMED
826,14.6672293,145.42058,0.596,0.324,-0.37,3.742,0.0894,198.0,6.9,1.30064,0.97329,-0.94606,1.21,0.15,88.61,675.0,49.12,18.23,24.55,9.2,0.3858,5.6997867,25.679129,30.5,4,86.0,0.3842,5677.0,113.0,-113.0,4.563,0.018,0.828,0.104,-0.037,0.92,-0.076,0.853,CONFIRMED
827,1.332568744,132.04697,0.751,0.182,-0.512,3.755,0.142,24.1,1.0,0.08488,0.1141,-0.05153,0.58,0.12,67.9,1941.0,3346.25,2014.14,1.997,0.895,0.2866,4.1292524,19.896204,29.1,1,1007.0,0.5781,6620.0,148.0,-214.0,4.411,0.063,1.081,0.228,-0.123,1.097,-0.14,0.0,FALSE POSITIVE
828,14.53260546,140.4685,0.112,0.335,-0.112,2.4212,0.071,329.0,13.3,8.91234,0.94451,-2.87684,1.69,0.51,89.86,746.0,73.37,64.34,46.34,4.9,0.3511,4.6354613,23.430363,29.0,1,74.0,0.2915,6003.0,161.0,-179.0,4.507,0.052,0.932,0.279,-0.093,1.019,-0.131,0.049,CONFIRMED
829,9.99760285,171.78828,0.851,0.049,-0.588,3.4423,0.0746,639.0,18.3,0.39341,1.76325,-0.27434,2.82,0.87,86.18,860.0,129.18,120.13,12.76,6.4,0.3588,6.0777674,35.685806,39.0,4,133.0,0.8227,6004.0,181.0,-199.0,4.484,0.052,0.977,0.302,-0.101,1.061,-0.134,0.0,CONFIRMED
830,0.768934934,131.740302,0.989,0.103,-0.597,1.216,0.153,847.0,23.6,0.23936,5.70146,-0.08175,4.09,0.63,59.62,1713.0,2026.85,1111.64,1.956,0.971,0.421,4.7272296,19.532959,58.9,1,1471.0,0.6761,5390.0,206.0,-187.0,4.535,0.081,0.777,0.12,-0.087,0.755,-0.059,0.0,FALSE POSITIVE
831,364.33929,183.3173,0.934,0.031,-0.652,13.486,0.984,1940.0,140.0,0.13917,2.31971,-0.09258,4.4,1.0,89.46,228.0,0.64,0.42,99.2,48.6,0.421,6.044841,8.60779,15.9,1,3.0,0.148,5606.0,152.0,-152.0,4.557,0.05,0.8,0.181,-0.077,0.841,-0.078,0.413,FALSE POSITIVE
832,8.92114318,137.49071,0.12,0.336,-0.12,3.933,0.183,111.0,7.8,1.24769,0.21908,-0.47256,1.27,0.22,89.6,1006.0,241.79,118.34,17.38,3.1,0.3511,5.298493,15.35378,15.3,5,127.0,0.7803,6052.0,121.0,-133.0,4.285,0.137,1.202,0.208,-0.189,1.015,-0.068,0.196,CONFIRMED
833,9.94221873,133.84961,1.171,69.65,-0.172,2.453,0.263,487.0,46.8,0.08771,189.65509,-0.03689,19.64,5.77,81.27,754.0,76.56,67.44,7.71,3.9,0.5167,7.942821,22.974052,12.6,1,134.0,0.777,5213.0,155.0,-155.0,4.434,0.126,0.917,0.269,-0.124,0.832,-0.064,0.0,FALSE POSITIVE
834,8.8109721,136.4718,1.227,70.51,-1.163,4.822,0.211,24000.0,1050.0,0.28836,347.37277,-0.12154,47.94,0.0,83.34,881.0,142.58,0.0,10.58,5.3,0.4035,5.8458734,20.865814,26.0,1,52.0,0.6432,5780.0,157.0,-160.0,4.438,0.071,1.0,0.244,-0.111,1.0,-0.097,0.0,FALSE POSITIVE
835,0.609662423,131.946514,0.799,0.013,-0.012,4.24033,0.00354,141000.0,72.7,0.25864,0.00277,-0.00261,110.14,26.2,62.31,3834.0,51214.99,37515.86,1.7192,0.0184,0.2246,293.45166,3235.7192,3250.1,1,2204.0,-1.0,7498.0,235.0,-314.0,3.964,0.228,2.274,0.54,-0.72,1.735,-0.317,0.0,FALSE POSITIVE
836,5.644914154,356.73699,0.445,0.037,-0.445,2.2599,0.0433,1400.0,24.4,3.36374,1.48099,-0.4015,2.66,0.25,88.57,744.0,72.38,27.67,17.83,7.8,0.6323,7.3839817,51.430588,63.9,4,199.0,0.7087,4769.0,172.0,-172.0,4.622,0.024,0.714,0.068,-0.049,0.799,-0.081,0.0,CONFIRMED
837,4.959319244,172.2585292,0.831,0.016,-0.004,2.22739,0.0075,9800.0,20.0,1.46169,0.05503,-0.18338,12.21,1.96,86.15,1103.0,349.4,146.52,12.386,0.466,0.4096,58.764744,670.4895,696.5,1,269.0,0.0517,5712.0,77.0,-77.0,4.359,0.11,1.082,0.173,-0.13,0.976,-0.055,0.705,CONFIRMED
838,1.41435861,132.69838,0.189,0.296,-0.189,2.285,0.262,56.8,7.3,0.99172,0.27452,-0.96657,0.74,0.25,87.7,1578.0,1458.2,1479.9,4.72,1.3,0.4415,3.1154852,8.332356,9.5,1,946.0,0.0155,5470.0,164.0,-164.0,4.366,0.168,0.994,0.336,-0.181,0.837,-0.064,0.0,FALSE POSITIVE
839,1.231364189,133.036618,0.995,0.034,-0.017,5.8574,0.0728,1100.0,7.2,0.01962,0.00039,-0.00028,5.39,1.34,31.13,1707.0,2005.15,1510.26,1.1629,0.0231,0.3238,4.997009,22.272017,229.7,1,1092.0,1.0,5897.0,177.0,-159.0,4.429,0.14,0.891,0.221,-0.136,0.778,-0.049,0.0,FALSE POSITIVE
840,1.854493861,132.49056,1.279,1.231,-0.117,4.2367,0.0556,1290.0,14.5,0.02619,0.09823,-0.00482,29.39,6.03,40.49,1291.0,657.94,418.52,1.682,0.789,0.4603,14.609763,80.84418,108.2,1,573.0,0.0,5431.0,164.0,-147.0,4.563,0.027,0.843,0.173,-0.062,0.945,-0.098,0.0,FALSE POSITIVE
841,11.52144606,170.839688,2.483,2.851,-0.673,3.6399,0.0114,18000.0,31.9,1.27376,2.30242,-0.41065,150.51,39.8,83.13,753.0,75.88,58.89,20.75,9.4,0.3858,92.901566,628.3708,622.1,1,96.0,0.154,5795.0,155.0,-172.0,4.554,0.033,0.848,0.224,-0.075,0.938,-0.109,0.895,FALSE POSITIVE
842,17.47702,186.5568,0.0012,0.1137,-0.001,54.52,2.4,138.0,17.5,0.00102,2e-05,-2e-05,0.93,0.4,89.95,676.0,49.24,63.12,2.5442,0.0499,0.295,6.2135533,24.499257999999998,2.9,1,164.0,0.4679,6116.0,165.0,-165.0,4.579,0.03,0.782,0.338,-0.05,0.845,-0.075,0.0,FALSE POSITIVE
843,10.04378351,353.61859,0.953,0.011,-0.648,5.548,0.223,438.0,16.6,0.02787,0.73779,-0.00724,2.94,1.03,79.64,951.0,193.39,198.85,5.3,2.6,0.3239,5.1924124,23.985958,28.8,7,116.0,0.9228,6325.0,174.0,-261.0,4.409,0.058,1.112,0.388,-0.129,1.157,-0.169,0.684,CONFIRMED
844,13.71938426,140.74483,0.022,0.359,-0.022,5.5677,0.0723,316.0,7.6,0.70442,0.02161,-0.2008,1.98,0.61,89.93,864.0,131.94,117.82,19.137,0.587,0.2947,6.3262296,36.90624,48.3,1,96.0,0.9353,6387.0,153.0,-211.0,4.41,0.067,1.105,0.345,-0.123,1.145,-0.157,0.414,CONFIRMED
845,3.52467888,131.63994,0.976,0.029,-0.685,2.484,0.136,130.0,12.7,0.04765,3.58771,-0.09416,1.46,0.31,71.95,1098.0,344.61,224.46,3.15,1.6,0.5086,3.3005557,11.125127,12.3,2,370.0,0.6914,5372.0,160.0,-160.0,4.434,0.112,0.916,0.194,-0.129,0.832,-0.063,0.0,CONFIRMED
846,0.641069613,132.14101,0.061,0.391,-0.061,1.033,0.143,78.6,8.4,5.11696,10.72664,-3.35271,0.86,0.26,89.27,2196.0,5512.38,5127.56,4.81,2.0,0.3342,3.8444114,11.339991,10.5,1,978.0,0.8764,6077.0,191.0,-234.0,4.451,0.084,0.961,0.294,-0.126,0.953,-0.116,0.0,FALSE POSITIVE
847,9.03326435,137.17738,0.455,0.017,-0.455,2.857,0.187,611.0,40.3,2.5151,2.04376,-0.45451,1.96,0.33,88.82,729.0,66.89,36.92,22.14,9.0,0.5086,4.349021,16.5857,18.3,2,119.0,0.594,5311.0,175.0,-159.0,4.588,0.03,0.788,0.132,-0.066,0.884,-0.104,0.513,CONFIRMED
848,81.3153052,175.9957,0.013,0.453,-0.013,5.807,0.228,716.0,39.6,3.7595,0.23269,-1.62362,2.55,0.3,89.99,393.0,5.64,1.84,109.53,6.8,0.5167,7.37554,18.805635,20.7,1,15.0,0.4592,5325.0,79.0,-79.0,4.39,0.12,0.975,0.115,-0.126,0.852,-0.033,0.336,CONFIRMED
849,24.2382418,136.6165689,0.426,0.007,-0.007,4.16665,0.00528,462000.0,480.0,12.28147,0.06364,-0.06203,102.31,19.0,89.66,793.0,93.68,43.75,72.521,0.376,0.2971,14438.292,63391.19,1126.4,1,0.0,-1.0,6457.0,70.0,-83.0,4.259,0.08,1.365,0.253,-0.156,1.233,-0.096,0.0,FALSE POSITIVE
850,0.535493486,131.743209,0.566,0.446,-0.411,2.57,1.2,54.0,220.0,0.23474,388.01398,-0.23415,1.42,0.4,68.26,3181.0,24045.87,20467.92,1.527,0.763,0.3236,3.7024002,7.8874955,5.1,1,2002.0,0.9175,6328.0,177.0,-243.0,4.035,0.276,1.864,0.536,-0.655,1.374,-0.285,0.977,FALSE POSITIVE
851,3.886730304,135.0201,0.0,0.032,0.0,16.1723,0.0736,372000.0,1730.0,0.03444,0.0003,-0.00062,61.58,0.0,90.0,1158.0,424.65,0.0,3.0185,0.0263,0.4035,521.76086,2454.2456,280.6,1,0.0,-1.0,5780.0,157.0,-160.0,4.438,0.071,1.0,0.244,-0.111,1.0,-0.097,0.0,FALSE POSITIVE
852,334.87402,426.2844,1.165,6.891,-0.331,35.42,4.1,388.0,28.0,0.00067,0.00772,-0.00035,47.48,8.78,85.78,408.0,6.52,3.78,15.84,7.6,0.3469,6.682193,8.831488,19.1,1,4.0,0.9957,6122.0,183.0,-165.0,3.811,0.293,2.348,0.434,-0.806,1.299,-0.24,0.0,FALSE POSITIVE
853,1.795273026,131.870391,0.935,0.016,-0.012,7.3232,0.0141,125000.0,176.0,0.09036,0.00121,-0.00085,55.26,17.4,67.93,1642.0,1714.88,1593.58,2.4877,0.0333,0.3071,318.18027,3531.5542,877.8,1,755.0,0.0989,6363.0,176.0,-242.0,4.456,0.054,1.012,0.319,-0.106,1.065,-0.143,0.0,FALSE POSITIVE
854,0.73095491,132.2174,0.415,0.056,-0.415,2.206,0.459,29.6,5.0,0.49835,0.19833,-0.4575,0.88,0.17,80.1,2711.0,12770.31,6322.46,2.414,0.961,0.2958,4.2465096,16.059803,7.5,1,1832.0,0.9978,6454.0,77.0,-83.0,4.163,0.125,1.587,0.308,-0.252,1.336,-0.121,0.0,FALSE POSITIVE
855,2.192009479,171.671953,1.248,2.904,-0.159,2.9453,0.0283,1480.0,13.3,0.04695,0.45928,-0.00472,35.9,8.3,56.89,1446.0,1030.69,616.08,2.28,1.1,0.4526,18.652761,136.40614,131.2,1,612.0,0.0,5499.0,73.0,-73.0,4.28,0.187,1.125,0.26,-0.212,0.878,-0.041,0.0,FALSE POSITIVE
856,28.29720723,137.2347229,1.227,0.035,-0.051,3.94247,0.00121,23200.0,4.0,1.55334,0.00326,-0.03333,54.15,10.5,88.26,713.0,60.99,35.71,40.3613,0.0847,0.3026,471.452,2201.6882,2360.6,1,49.0,0.9958,6327.0,171.0,-190.0,4.277,0.171,1.151,0.223,-0.223,0.914,-0.087,0.0,FALSE POSITIVE
857,0.676715927,131.7606,0.652,0.048,-0.48,0.63,0.106,265.0,24.5,11.0654,40.51807,-10.7693,1.29,0.18,84.2,1735.0,2135.8,1069.3,6.45,3.0,0.4535,3.1867714,11.980936,14.5,1,1279.0,0.9052,5334.0,204.0,-185.0,4.56,0.075,0.733,0.1,-0.072,0.712,-0.044,0.014,FALSE POSITIVE
858,56.6993107,146.1473,1.264,66.21,-0.005,7.0706,0.0978,5820.0,91.8,0.18266,59.58212,-0.02698,539.16,112.0,87.69,1261.0,598.36,316.06,31.4,15.7,0.608,18.854288,43.611156,76.3,1,19.0,0.9748,4727.0,56.0,-98.0,2.497,0.156,13.547,2.81,-4.215,2.1,-0.878,0.0,FALSE POSITIVE
859,4.532402495,171.92667,0.99,0.243,-0.019,3.12,0.105,339.0,9.7,0.03228,0.03744,-0.01349,3.69,0.99,72.4,1160.0,426.69,335.85,3.27,1.3,0.4695,12.735467,37.715553,43.1,1,233.0,0.3856,5575.0,150.0,-166.0,4.278,0.195,1.173,0.314,-0.257,0.951,-0.085,0.0,FALSE POSITIVE
860,12.26486736,139.304999,0.818,0.003,-0.003,4.7366,0.0149,11300.0,25.6,0.41518,0.00845,-0.0078,28.29,4.52,86.85,1077.0,317.89,137.57,14.89,0.303,0.5277,128.99419,620.94885,560.2,1,84.0,0.1325,5372.0,85.0,-74.0,3.81,0.232,2.344,0.375,-0.749,1.295,-0.273,0.0,FALSE POSITIVE
861,197.5111484,272.3864,0.814,0.013,-0.019,11.106,0.101,2580.0,16.0,0.36069,0.04409,-0.03499,9.52,1.56,89.49,391.0,5.54,2.65,90.6,11.1,0.4484,66.03131,125.39901,175.2,3,7.0,0.8667,5616.0,124.0,-90.0,4.004,0.202,1.674,0.275,-0.378,1.032,-0.097,0.34,CONFIRMED
862,0.587470828,131.49788,1.161,0.784,-0.001,2.4382,0.0828,194.0,4.9,0.0976,0.27771,-0.02604,51.02,13.9,16.62,3434.0,33039.47,28042.53,1.212,0.575,0.3542,3.89145,15.010525,48.3,1,1136.0,0.9771,5787.0,193.0,-176.0,3.678,0.756,2.667,0.729,-1.7,1.236,-0.386,0.0,FALSE POSITIVE
863,25.94947,148.9734,0.678,0.28,-0.446,15.7,2.5,238.0,41.0,0.02462,0.11671,-0.02175,1.22,0.22,85.94,508.0,15.74,9.23,9.57,4.5,0.49,3.4214857,7.846843,8.2,1,36.0,0.2332,5348.0,185.0,-185.0,4.609,0.035,0.748,0.132,-0.066,0.838,-0.096,0.0,FALSE POSITIVE
864,17.23232894,135.0922,0.395,0.096,-0.348,4.5568,0.0508,510.0,8.6,1.28263,0.45038,-0.09217,2.79,0.45,89.17,817.0,105.47,50.25,27.2,9.6,0.3447,8.936768,54.0081,64.1,3,77.0,0.841,6086.0,133.0,-133.0,4.274,0.137,1.216,0.199,-0.179,1.013,-0.064,0.002,CONFIRMED
865,7.388833611,133.9344039,0.799,0.001,-0.001,5.62857,0.0063,13100.0,10.9,0.16905,0.00108,-0.00127,10.66,3.06,84.17,877.0,139.94,114.94,7.8723,0.0503,0.3728,279.18008,2522.4429,1509.3,1,184.0,0.2773,5845.0,139.0,-157.0,4.558,0.036,0.838,0.241,-0.075,0.926,-0.11,0.0,FALSE POSITIVE
866,374.92478,265.3585,0.348,0.1259,-0.3478,18.05,3.6,610.0,153.0,0.4772,5.21839,-0.41322,1.67,0.09,89.95,171.0,0.2,0.05,152.5,75.8,0.6187,6.2135533,24.499257999999998,6.0,1,164.0,0.4679,4407.0,136.0,-129.0,4.593,0.044,0.69,0.037,-0.056,0.681,-0.053,0.0,FALSE POSITIVE
867,367.95566,236.4537,0.957,0.001,-0.697,21.877,0.732,1410.0,97.6,0.02295,0.56385,-0.00534,3.62,0.3,89.0,183.0,0.27,0.08,54.8,26.9,0.6188,5.719212,8.797298,13.7,1,4.0,0.041,4723.0,141.0,-127.0,4.611,0.036,0.696,0.056,-0.056,0.722,-0.065,0.02,FALSE POSITIVE
868,11.41926141,137.66894,0.242,0.182,-0.242,3.9908,0.0545,916.0,18.1,1.5102,0.17801,-0.36802,1.48,0.16,89.36,419.0,7.32,3.38,21.83,2.6,0.2631,7.3355713,45.465565,58.0,1,117.0,0.371,3823.0,167.0,-184.0,4.765,0.077,0.492,0.054,-0.074,0.513,-0.074,0.21,CONFIRMED
869,20.9794338,147.72605,1.284,70.31,-3.764,3.762,0.227,2390.0,0.4,0.19081,57.72539,-0.03612,24.76,2.6,85.52,520.0,17.28,7.3,16.44,8.2,0.4535,27.418436,46.379704,32.2,1,54.0,0.4249,5182.0,201.0,-164.0,4.601,0.072,0.666,0.07,-0.057,0.646,-0.032,0.0,FALSE POSITIVE
870,8.508333104,134.785645,0.004,0.413,-0.004,3.4559,0.0353,647.0,8.2,1.86439,0.01544,-0.71935,2.6,0.37,89.99,909.0,161.66,65.86,19.251,0.159,0.4035,10.224901,76.45331,93.4,1,158.0,0.6178,5767.0,104.0,-115.0,4.396,0.09,1.03,0.149,-0.108,0.963,-0.065,0.01,CONFIRMED
871,14.5567427,135.6994,0.4308,0.0832,-0.4308,1.421,0.412,185.0,49.0,32.93584,200.97525,-32.42094,1.38,0.51,89.38,783.0,89.02,94.78,71.7,33.7,0.33,5.960252,8.018877,8.9,1,91.0,0.4679,6153.0,154.0,-196.0,4.471,0.046,0.993,0.365,-0.092,1.065,-0.131,0.0,FALSE POSITIVE
872,51.92920654,151.93321,0.398,0.412,-0.223,5.2637,0.0622,3430.0,48.7,2.78995,0.83497,-0.16167,8.49,1.4,89.69,574.0,25.6,11.23,73.5,22.0,0.4046,19.216328,79.500046,81.8,1,25.0,0.0427,5671.0,85.0,-77.0,4.128,0.196,1.442,0.237,-0.316,1.017,-0.067,0.004,CONFIRMED
873,0.808106001,131.69026,1.269,0.484,-0.142,3.9174,0.0421,7680.0,61.8,0.10992,0.1179,-0.03116,39.59,10.5,35.53,1978.0,3631.91,2958.0,1.56,0.558,0.3511,13.886745,70.42667,73.3,1,1403.0,-1.0,6014.0,189.0,-232.0,4.494,0.058,0.958,0.255,-0.102,1.043,-0.153,0.0,FALSE POSITIVE
874,21.53926924,144.1542761,0.908,0.014,-0.016,5.32432,0.00192,144000.0,37.0,2.18471,6e-05,-0.02595,53.0,16.2,88.62,674.0,48.89,43.76,37.69925,0.00103,0.3071,1382.2795,5924.18,2642.2,1,50.0,0.8432,6136.0,165.0,-202.0,4.487,0.054,0.933,0.285,-0.095,0.973,-0.114,0.0,FALSE POSITIVE
